"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Jeffers, Ryan",680777,"MIN","FF","4-Seam Fastball",-0.4,-1,"218",29.8,"54","0.25","0.375","0.318",15.9,14.8,12.5,"0.276","0.48","0.363",57.5
"Yelich, Christian",592885,"MIL","FF","4-Seam Fastball",-0.6,-2,"262",27.7,"54","0.2","0.356","0.314",26.6,22.2,14,"0.241","0.354","0.329",57.6
"Heim, Jonah",641680,"TEX","FF","4-Seam Fastball",-2.2,-5,"246",39.2,"54","0.212","0.269","0.246",26.7,29.6,22.2,"0.21","0.331","0.249",36.1
"Bart, Joey",663698,"PIT","FF","4-Seam Fastball",1.5,3,"199",29,"54","0.311","0.444","0.39",20,16.7,18.8,"0.306","0.564","0.423",50
"Narváez, Carlos",665966,"BOS","FF","4-Seam Fastball",1.2,3,"224",34.4,"54","0.298","0.489","0.397",28.7,27.8,18.8,"0.289","0.577","0.422",62.5
"Walls, Taylor",670764,"TB","FF","4-Seam Fastball",-2.3,-5,"206",34.6,"54","0.196","0.217","0.251",22.4,25.9,20.9,"0.183","0.278","0.246",35.3
"McLain, Matt",680574,"CIN","FF","4-Seam Fastball",0.4,1,"251",30.1,"54","0.205","0.455","0.381",29.9,33.3,24.3,"0.26","0.581","0.411",66.7
"Nootbaar, Lars",663457,"STL","SI","Sinker",0.9,2,"194",18.7,"54","0.319","0.426","0.373",10,14.8,22.9,"0.303","0.448","0.37",53.8
"Tatis Jr., Fernando",665487,"SD","FF","4-Seam Fastball",1.1,3,"236",26.5,"54","0.38","0.6","0.43",23.6,16.7,16.1,"0.331","0.592","0.418",69
"Vaughn, Andrew",683734,"CWS","FF","4-Seam Fastball",-1.6,-3,"208",27.4,"54","0.216","0.373","0.28",15.5,16.7,13.6,"0.25","0.546","0.353",62.8
"Sweeney, Trey",700242,"DET","FF","4-Seam Fastball",-0.7,-2,"224",31.5,"54","0.268","0.317","0.339",28.2,22.2,20.7,"0.22","0.271","0.309",35.5
"Paredes, Isaac",670623,"HOU","SI","Sinker",0.5,1,"223",20.9,"54","0.318","0.477","0.396",5.4,14.8,16,"0.231","0.33","0.315",43.2
"Chourio, Jackson",694192,"MIL","SI","Sinker",-0.8,-1,"172",19,"53","0.306","0.367","0.331",11,7.5,12.1,"0.306","0.447","0.341",52.2
"Rice, Ben",700250,"NYY","FF","4-Seam Fastball",0.3,1,"207",28.9,"53","0.244","0.467","0.36",14,18.9,18.5,"0.319","0.704","0.469",65.7
"Bichette, Bo",666182,"TOR","SL","Slider",1.6,2,"146",15.8,"53","0.292","0.5","0.372",26.3,20.8,20,"0.339","0.563","0.415",48.6
"Ramírez, José",608070,"CLE","FF","4-Seam Fastball",2.9,7,"240",27.1,"53","0.404","0.702","0.474",13.3,11.3,10.7,"0.347","0.631","0.424",45.5
"Guerrero Jr., Vladimir",665489,"TOR","SI","Sinker",2,4,"193",20.1,"53","0.349","0.465","0.438",15.4,7.5,13.8,"0.331","0.422","0.396",53.8
"Altuve, Jose",514888,"HOU","SI","Sinker",1.2,3,"220",26.7,"53","0.333","0.578","0.423",8,7.5,11.1,"0.294","0.474","0.377",38.1
"Verdugo, Alex",657077,"ATL","FF","4-Seam Fastball",-1.5,-3,"230",39.9,"53","0.245","0.265","0.263",3.6,9.4,10,"0.244","0.316","0.275",40.9
"Ruiz, Keibert",660688,"WSH","FF","4-Seam Fastball",0.5,1,"164",25.7,"52","0.277","0.404","0.351",2.2,3.8,6.3,"0.285","0.406","0.335",35.6
"Campbell, Kristian",692225,"BOS","FF","4-Seam Fastball",0.9,2,"217",24.9,"52","0.298","0.489","0.389",16.7,30.8,21.6,"0.27","0.442","0.342",58.1
"Murphy, Sean",669221,"ATL","FF","4-Seam Fastball",0.7,1,"172",30.7,"52","0.25","0.5","0.375",21,26.9,22.6,"0.252","0.498","0.375",53.3
"Barger, Addison",680718,"TOR","FF","4-Seam Fastball",-2.3,-4,"171",35.7,"52","0.196","0.283","0.263",15.1,19.2,16.7,"0.264","0.453","0.349",55.6
"Polanco, Jorge",593871,"SEA","FF","4-Seam Fastball",-4.5,-6,"135",24.1,"52","0.122","0.245","0.187",6.8,5.8,8.6,"0.298","0.48","0.353",52.2
"India, Jonathan",663697,"KC","SI","Sinker",0.1,0,"177",18.7,"52","0.25","0.3","0.348",18.8,13.5,18.4,"0.267","0.399","0.381",45.5
"Pederson, Joc",592626,"TEX","FF","4-Seam Fastball",-1.9,-3,"176",29.8,"52","0.152","0.37","0.276",16.7,9.6,11.1,"0.277","0.55","0.39",56.1
"Campbell, Kristian",692225,"BOS","SI","Sinker",-0.5,-1,"165",19,"52","0.25","0.386","0.346",17.1,15.4,22.9,"0.241","0.307","0.309",38.9
"Soderstrom, Tyler",691016,"ATH","FF","4-Seam Fastball",3.4,6,"189",21.5,"52","0.378","0.644","0.472",20,23.1,25,"0.338","0.595","0.437",72.7
"Marsh, Brandon",669016,"PHI","FF","4-Seam Fastball",-1.3,-2,"187",41.7,"51","0.179","0.231","0.302",15.6,27.5,23.7,"0.185","0.234","0.303",56
"Jung, Josh",673962,"TEX","FF","4-Seam Fastball",0.6,1,"195",28.3,"51","0.267","0.511","0.373",28.7,23.5,18.5,"0.288","0.679","0.438",57.6
"Kirk, Alejandro",672386,"TOR","FF","4-Seam Fastball",0.2,0,"225",33,"51","0.326","0.435","0.355",22.7,13.7,10.9,"0.384","0.596","0.433",55
"Urías, Luis",649966,"ATH","SI","Sinker",-1.5,-3,"187",30.6,"51","0.175","0.25","0.282",16.2,15.7,21.1,"0.201","0.293","0.307",39.4
"Machado, Manny",592518,"SD","SL","Slider",2.2,3,"158",17.9,"51","0.326","0.5","0.376",30.1,13.7,14,"0.366","0.611","0.431",42.5
"Peña, Jeremy",665161,"HOU","SL","Slider",0.2,0,"168",20.2,"51","0.271","0.396","0.338",30.1,11.8,13.3,"0.25","0.336","0.28",26.2
"Rodríguez, Julio",677594,"SEA","SI","Sinker",0.5,1,"147",17.3,"51","0.313","0.458","0.38",12.2,5.9,13,"0.315","0.412","0.337",44.4
"Arias, Gabriel",672356,"CLE","FF","4-Seam Fastball",-0.3,0,"174",24.4,"51","0.167","0.381","0.284",39.4,37.3,29.7,"0.219","0.491","0.362",56
"De La Cruz, Elly",682829,"CIN","CH","Changeup",-1.5,-3,"201",20.8,"51","0.152","0.239","0.256",38.8,25.5,23.2,"0.221","0.283","0.265",21.2
"Torkelson, Spencer",679529,"DET","SI","Sinker",0.9,2,"194",20.5,"51","0.262","0.5","0.375",13.6,11.8,15,"0.273","0.646","0.429",40.5
"Adell, Jo",666176,"LAA","FF","4-Seam Fastball",-1.8,-3,"180",30.4,"50","0.182","0.295","0.264",26.5,26,22,"0.257","0.471","0.355",41.9
"Smith, Pavin",656976,"AZ","FF","4-Seam Fastball",2.8,5,"186",25.6,"50","0.375","0.625","0.482",21.7,22,20.4,"0.256","0.532","0.405",41.4
"Misner, Kameron",670224,"TB","FF","4-Seam Fastball",-0.1,0,"216",29.5,"50","0.318","0.5","0.379",23.8,22,16.2,"0.29","0.493","0.363",52.9
"Langford, Wyatt",694671,"TEX","SI","Sinker",0.8,1,"151",19,"50","0.313","0.417","0.37",13.4,18,31,"0.307","0.491","0.355",53.8
"Buxton, Byron",621439,"MIN","SI","Sinker",-0.3,0,"145",21.5,"50","0.261","0.478","0.344",19.5,22,40.7,"0.224","0.412","0.304",45.7
"Wood, James",695578,"WSH","SI","Sinker",-1.7,-3,"193",17.9,"50","0.244","0.378","0.311",19.5,28,28,"0.217","0.376","0.295",48.4
"Sanoja, Javier",691594,"MIA","FF","4-Seam Fastball",-1.4,-2,"170",35.8,"50","0.25","0.318","0.301",9.9,14,14,"0.283","0.396","0.333",47.4
"Bleday, JJ",668709,"ATH","FF","4-Seam Fastball",0.1,0,"187",26.8,"50","0.295","0.455","0.354",5,16,17,"0.227","0.338","0.293",48.6
"Cruz, Oneil",665833,"PIT","FF","4-Seam Fastball",2.2,4,"169",19.7,"50","0.256","0.718","0.469",26.8,24,29.3,"0.335","0.804","0.531",75
"France, Ty",664034,"MIN","FF","4-Seam Fastball",0.5,1,"214",26,"50","0.275","0.425","0.39",17.9,8,7.8,"0.319","0.546","0.436",27.8
"Hayes, Ke'Bryan",663647,"PIT","SI","Sinker",-4,-7,"165",19.7,"49","0.174","0.196","0.22",3.1,12.2,20,"0.274","0.405","0.317",60
"Caballero, José",676609,"TB","FF","4-Seam Fastball",-2.6,-5,"195",31,"49","0.143","0.262","0.247",32.1,40.8,28.6,"0.147","0.198","0.227",22.7
"Tatis Jr., Fernando",665487,"SD","SL","Slider",3.4,6,"178",20,"49","0.209","0.535","0.419",33.3,24.5,23.5,"0.304","0.731","0.466",54.8
"Call, Alex",669743,"WSH","FF","4-Seam Fastball",-0.2,0,"203",38.4,"49","0.257","0.4","0.373",13.4,12.2,12.2,"0.205","0.333","0.346",25
"Buxton, Byron",621439,"MIN","FF","4-Seam Fastball",1.1,2,"171",25.4,"49","0.268","0.561","0.391",33.3,36.7,36.7,"0.229","0.518","0.364",66.7
"Espinal, Santiago",669289,"CIN","FF","4-Seam Fastball",-2.6,-6,"229",32.6,"49","0.217","0.239","0.234",10.4,6.1,6,"0.258","0.319","0.278",32.6
"Ramos, Heliot",671218,"SF","SI","Sinker",1.6,3,"163",17.4,"49","0.325","0.525","0.412",4.4,12.2,22.2,"0.257","0.454","0.369",42.9
"Waters, Drew",671221,"KC","FF","4-Seam Fastball",1.7,3,"182",34.9,"49","0.364","0.523","0.443",32,26.5,25.5,"0.323","0.454","0.372",35.5
"Meidroth, Chase",805367,"CWS","FF","4-Seam Fastball",1.2,3,"208",36.3,"49","0.375","0.45","0.427",6.8,6.1,5.9,"0.308","0.414","0.384",45.9
"Bailey, Patrick",672275,"SF","FF","4-Seam Fastball",-2.5,-6,"244",39.9,"49","0.167","0.214","0.219",23.1,30.6,23.4,"0.176","0.298","0.254",41.4
"Thaiss, Matt",642136,"TB","FF","4-Seam Fastball",1.1,2,"217",45.8,"49","0.212","0.303","0.384",25.8,18.4,13,"0.176","0.267","0.343",36
"Wilson, Jacob",805779,"ATH","FF","4-Seam Fastball",0.6,1,"191",25.8,"49","0.356","0.511","0.402",10,8.2,8.5,"0.346","0.455","0.375",36.6
"Quero, Edgar",700337,"CWS","FF","4-Seam Fastball",0.1,0,"200",41.6,"49","0.293","0.341","0.349",14.4,14.3,12.3,"0.242","0.338","0.323",47.1
"Carroll, Corbin",682998,"AZ","SL","Slider",-1.1,-2,"183",18.2,"49","0.163","0.302","0.27",31.5,26.5,24.1,"0.221","0.464","0.341",46.7
"Robert Jr., Luis",673357,"CWS","FF","4-Seam Fastball",1.1,2,"202",25.5,"49","0.286","0.5","0.377",27.8,32.7,22.9,"0.251","0.522","0.349",46.4
"Keith, Colt",690993,"DET","FF","4-Seam Fastball",1.2,2,"181",27.8,"48","0.268","0.537","0.376",14.7,25,25.5,"0.305","0.621","0.424",56.7
"Lowe, Brandon",664040,"TB","FF","4-Seam Fastball",2.8,6,"217",27,"48","0.341","0.659","0.465",31.5,35.4,24.6,"0.252","0.563","0.37",59.3
"Contreras, Willson",575929,"STL","SI","Sinker",-0.6,-1,"170",19.8,"48","0.256","0.256","0.304",7.4,8.3,9.1,"0.236","0.285","0.277",33.3
"Altuve, Jose",514888,"HOU","SL","Slider",-1.6,-2,"123",14.9,"48","0.244","0.333","0.271",20.8,14.6,20.6,"0.246","0.374","0.278",25.6
"Turner, Trea",607208,"PHI","SL","Slider",0.8,1,"175",18.3,"48","0.227","0.432","0.332",35.3,22.9,16.2,"0.199","0.346","0.27",24.2
"Martínez, Angel",682657,"CLE","FF","4-Seam Fastball",1,2,"197",35.9,"48","0.356","0.533","0.408",19.8,8.3,6.5,"0.317","0.474","0.361",45.2
"Bregman, Alex",608324,"BOS","SI","Sinker",1.9,4,"190",21.4,"48","0.357","0.619","0.452",9.5,16.7,23.5,"0.266","0.47","0.359",50
"Caminero, Junior",691406,"TB","SI","Sinker",-0.3,-1,"199",24.1,"48","0.319","0.489","0.394",12.6,8.3,16.7,"0.293","0.433","0.321",53.5
"Martini, Nick",605361,"COL","FF","4-Seam Fastball",-2.1,-4,"196",45.4,"48","0.171","0.22","0.248",16.7,22.9,20.4,"0.217","0.308","0.294",36.7
"Paris, Kyren",677347,"LAA","FF","4-Seam Fastball",3.1,6,"191",34.9,"48","0.3","0.675","0.484",34.9,31.3,23.1,"0.224","0.486","0.365",60
"Tatis Jr., Fernando",665487,"SD","SI","Sinker",1.6,3,"159",17.9,"48","0.326","0.419","0.411",12.8,10.4,18.5,"0.255","0.321","0.298",39.5
"Schneemann, Daniel",682177,"CLE","FF","4-Seam Fastball",1.2,2,"170",31,"47","0.256","0.59","0.411",26.8,23.4,21.6,"0.309","0.725","0.476",60.7
"Soler, Jorge",624585,"LAA","SI","Sinker",1.3,2,"176",20.1,"47","0.222","0.444","0.402",12.3,19.1,28.1,"0.247","0.411","0.379",46.4
"Semien, Marcus",543760,"TEX","SI","Sinker",-0.9,-2,"180",19.9,"47","0.195","0.341","0.309",10.8,12.8,13.6,"0.276","0.501","0.375",48.6
"Frazier, Adam",624428,"PIT","FF","4-Seam Fastball",-0.5,-1,"243",33.5,"47","0.282","0.333","0.345",17.3,23.4,13.9,"0.249","0.308","0.318",21.4
"Lukes, Nathan",664770,"TOR","FF","4-Seam Fastball",-0.6,-1,"206",43,"47","0.211","0.342","0.302",15.9,14.9,12.5,"0.21","0.291","0.284",33.3
"Soler, Jorge",624585,"LAA","SL","Slider",2.1,4,"182",20.8,"47","0.267","0.6","0.376",38.2,27.7,23.6,"0.228","0.489","0.317",43.8
"Diaz, Yainer",673237,"HOU","FF","4-Seam Fastball",0.8,2,"184",27.5,"47","0.289","0.511","0.355",22,21.3,16.7,"0.295","0.562","0.376",62.9
"Ramírez, José",608070,"CLE","CH","Changeup",-0.2,0,"174",19.7,"47","0.238","0.286","0.281",21.8,10.6,8.9,"0.275","0.358","0.319",32.4
"Soler, Jorge",624585,"LAA","FF","4-Seam Fastball",0,0,"185",21.1,"47","0.238","0.381","0.312",33.7,38.3,26.1,"0.252","0.52","0.365",50
"Smith, Cam",701358,"HOU","FF","4-Seam Fastball",0.1,0,"187",27.1,"47","0.263","0.395","0.364",26,23.4,15.7,"0.298","0.551","0.425",37
"Altuve, Jose",514888,"HOU","FF","4-Seam Fastball",-0.3,-1,"183",22.2,"46","0.279","0.512","0.36",21.3,21.7,20,"0.24","0.464","0.323",39.4
"Jung, Josh",673962,"TEX","SI","Sinker",1.7,2,"132",19.2,"46","0.341","0.5","0.379",8.2,15.2,30.4,"0.297","0.443","0.333",40.5
"Hoerner, Nico",663538,"CHC","SI","Sinker",-0.2,0,"154",18.9,"46","0.31","0.381","0.358",4.7,6.5,12.5,"0.331","0.416","0.355",28.2
"Correa, Carlos",621043,"MIN","FF","4-Seam Fastball",-0.3,-1,"186",27.5,"46","0.25","0.477","0.345",18.6,23.9,20.4,"0.282","0.48","0.34",57.6
"Contreras, Willson",575929,"STL","SL","Slider",0.7,1,"156",18.2,"46","0.262","0.452","0.354",35.1,19.6,14.5,"0.279","0.582","0.405",39.4
"Castro, Willi",650489,"MIN","FF","4-Seam Fastball",2.3,6,"240",44.4,"46","0.222","0.528","0.396",29.8,30.4,17.7,"0.155","0.332","0.312",18.2
"Hicks, Liam",689414,"MIA","FF","4-Seam Fastball",4.6,6,"141",37,"46","0.341","0.683","0.446",18.2,10.9,15.6,"0.337","0.553","0.4",37.8
"Andujar, Miguel",609280,"ATH","SI","Sinker",-2.3,-3,"150",24.9,"46","0.244","0.267","0.243",3.9,10.9,19.2,"0.277","0.354","0.283",37.5
"Pages, Andy",681624,"LAD","SL","Slider",2.2,4,"163",19.6,"46","0.341","0.545","0.395",18.7,13,9.8,"0.272","0.455","0.325",28.9
"Alonso, Pete",624413,"NYM","FF","4-Seam Fastball",0.6,2,"250",23.1,"46","0.256","0.538","0.374",26.3,37,17.7,"0.238","0.653","0.405",73.9
"Moreno, Gabriel",672515,"AZ","FF","4-Seam Fastball",0.3,1,"243",35.7,"46","0.244","0.537","0.365",18.4,19.6,13,"0.262","0.57","0.386",56.3
"Scott II, Victor",687363,"STL","FF","4-Seam Fastball",3.7,8,"205",27.3,"46","0.469","0.75","0.561",22.2,17.4,12.3,"0.335","0.512","0.46",52
"Meyers, Jake",676694,"HOU","SI","Sinker",-1.9,-3,"138",19.9,"46","0.295","0.386","0.321",4.2,6.5,21.4,"0.278","0.404","0.305",47.6
"Contreras, William",661388,"MIL","SL","Slider",0.6,1,"152",16.7,"45","0.243","0.324","0.329",37,15.6,13.5,"0.226","0.312","0.315",30
"Mervis, Matt",670223,"MIA","FF","4-Seam Fastball",-1.1,-2,"193",36,"45","0.146","0.341","0.267",36.9,44.4,28.6,"0.141","0.294","0.229",42.9
"Ortiz, Joey",687401,"MIL","SI","Sinker",-2.2,-3,"156",21.3,"45","0.195","0.244","0.221",7.5,15.6,18.4,"0.305","0.355","0.308",36.1
"Collins, Isaac",686555,"MIL","FF","4-Seam Fastball",-1.5,-3,"185",40.5,"45","0.205","0.231","0.281",32.5,33.3,25.9,"0.178","0.214","0.24",16.7
"Kiner-Falefa, Isiah",643396,"PIT","FF","4-Seam Fastball",1.9,3,"162",26,"45","0.425","0.525","0.443",13,13.3,12,"0.36","0.459","0.387",37.1
"Pham, Tommy",502054,"PIT","FF","4-Seam Fastball",-3.3,-6,"174",28,"45","0.125","0.125","0.202",27.4,33.3,28.3,"0.185","0.24","0.242",40
"Arozarena, Randy",668227,"SEA","SI","Sinker",0.3,1,"188",18.7,"45","0.257","0.343","0.379",26.3,15.6,15.6,"0.249","0.387","0.367",39.3
"Machado, Manny",592518,"SD","SI","Sinker",1.1,2,"155",17.6,"45","0.385","0.487","0.424",11.7,4.4,5.6,"0.386","0.513","0.43",62.2
"Goodman, Hunter",696100,"COL","SL","Slider",2.5,4,"161",19.7,"45","0.349","0.581","0.441",34,22.2,17.5,"0.26","0.415","0.308",57.6
"Castellanos, Nick",592206,"PHI","SL","Slider",-1.8,-3,"195",22.3,"45","0.186","0.279","0.208",32.7,22.2,16.7,"0.233","0.378","0.265",32.4
"Lowe, Nathaniel",663993,"WSH","SI","Sinker",0.2,0,"162",15.8,"45","0.325","0.45","0.398",15.8,11.1,10.9,"0.273","0.399","0.335",37.1
"Swanson, Dansby",621020,"CHC","SI","Sinker",2.1,3,"143",15.1,"45","0.325","0.575","0.439",16.9,17.8,34.8,"0.355","0.668","0.461",50
"Ward, Taylor",621493,"LAA","SI","Sinker",3.8,6,"165",17.1,"44","0.378","0.892","0.558",10.3,22.7,28.6,"0.343","0.726","0.476",64.3
"Clement, Ernie",676391,"TOR","FF","4-Seam Fastball",0,0,"161",28.9,"44","0.297","0.432","0.36",5.1,4.5,5.1,"0.267","0.383","0.347",33.3
"Rodríguez, Julio",677594,"SEA","SL","Slider",-1.5,-2,"124",14.6,"44","0.2","0.275","0.289",29.2,15.9,25,"0.224","0.378","0.313",42.4
